Pick,Team,Player,Pos,Age,College,Yrs,Total Value,Signing Bonus,2010 Cap,year
96 (C) ,CIN , Brandon Ghee ,CB,22,Wake Forest,4,"$2,443,100","$653,100","$388,275",2010
97 (C) ,TEN , Rennie Curran ,LB,21,Georgia,4,"$2,435,000","$644,440","$481,110",2010
98 (C) ,ATL , Mike Johnson ,RT,23,Alabama,4,"$2,582,215","$642,215","$480,553",2010
99  ,STL , Mardy Gilyard ,WR,23,Cincinnati,4,"$2,342,000","$552,255","$458,063",2010
100  ,MIN  from DET, Everson Griffen ,DE,22,Southern California,4,"$2,330,000","$540,000","$455,000",2010
101  ,TB , Mike Williams ,WR,22,Syracuse,4,"$2,328,250","$538,248","$454,562",2010
102  ,HOU  from KC, Darryl Sharpton ,ILB,22,Miami (FL),4,"$2,324,940","$534,940","$453,735",2010
103  ,WAS , Perry Riley ,ILB,21,Louisiana State,4,"$3,163,000","$530,000","$452,500",2010
104  ,TEN  from SEA, Alterraun Verner ,CB,21,California-Los Angeles,4,"$3,160,140","$527,140","$451,785",2010
105  ,PHI  from CLE, Trevard Lindley ,CB,24,Kentucky,4,"$2,310,000","$525,211","$451,302",2010
106  ,OAK , Bruce Campbell ,RT,21,Maryland,4,"$2,462,500","$522,500","$450,625",2010
107  ,BUF , Marcus Easley ,WR,22,Connecticut,4,"$2,309,500","$519,500","$449,875",2010
108  ,OAK  from JAC, Jacoby Ford ,WR,22,Clemson,4,"$3,148,845","$515,485","$448,871",2010
109  ,CHI , Corey Wootton ,DT,22,Northwestern,4,"$3,140,072","$507,172","$446,793",2010
110  ,SD  from MIA, Darrell Stuckey ,FS,22,Kansas,4,"$2,446,000","$506,000","$446,500",2010
111  ,SEA  from TEN, Walter Thurmond ,FS,22,Oregon,4,"$2,443,500","$503,500","$445,875",2010
112  ,NYJ  from CAR, Joe McKnight ,RB,22,Southern California,4,"$2,291,000","$501,000","$445,250",2010
113  ,NE  from SF via DEN, Aaron Hernandez ,TE,20,Florida,4,"$2,378,000","$200,000","$446,000",2010
114  ,BAL  from DEN, Dennis Pitta ,TE,24,Brigham Young,3,"$1,586,000","$371,000","$443,667",2010
115  ,NYG , Phillip Dillard ,ILB,23,Nebraska,4,"$2,283,000","$492,640","$443,160",2010
116  ,SF , Thaddeus Gibson ,DE,22,Ohio State,3,"$1,581,000","$366,015","$320,000",2010
117  ,ATL , Joe Hawley ,C,21,Nevada-Las Vegas,4,"$2,423,180","$483,180","$440,795",2010
118  ,HOU , Garrett Graham ,TE,23,Wisconsin,4,"$2,270,000","$480,100","$440,025",2010
119  ,MIA  from NE via DAL, A.J. Edds ,OLB,22,Iowa,4,"$2,267,000","$477,000","$439,250",2010
120  ,CIN , Geno Atkins ,DT,22,Georgia,4,"$2,262,450","$472,450","$438,112",2010
121  ,PHI , Keenan Clayton ,OLB,22,Oklahoma,4,"$2,257,000","$466,786","$436,696",2010
122  ,PHI  from GB, Mike Kafka ,QB,22,Northwestern,4,"$2,256,786","$466,786","$436,696",2010
123  ,NO  from BAL via ARI, Al Woods ,DT,23,Louisiana State,4,"$2,252,120","$462,120","$435,530",2010
124  ,CAR  from ARI via NYJ, Eric Norwood ,LB,21,South Carolina,4,"$2,248,000","$458,400","$434,600",2010
125  ,PHI  from DAL, Clay Harbor ,TE,22,Missouri State,4,"$2,242,900","$452,900","$433,225",2010
126  ,DAL  from SD via MIA, Akwasi Owusu-Ansah ,S,22,Indiana (PA),4,"$2,240,000","$450,522","$432,630",2010
127  ,SEA  from NYJ via PHI, E.J. Wilson ,DE,22,North Carolina,4,"$2,235,050","$445,050","$431,262",2010
128  ,DET  from MIN, Jason Fox ,RT,21,Miami (FL),3,"$1,546,000","$330,907","$430,302",2010
129  ,IND , Jacques McClendon ,C,22,Tennessee,4,"$2,225,000","$435,000","$428,750",2010
130  ,ARI  from NO, O'Brien Schofield ,OLB,23,Wisconsin,4,"$3,061,500","$428,500","$427,125",2010
131 (C) ,CIN , Roddrick Muckelroy ,ILB,23,Texas,4,"$2,213,574","$423,580","$425,895",2010
132  ,STL , Michael Hoomanawanui ,TE,21,Illinois,4,"$2,005,000","$215,512","$373,878",2010
133  ,SEA  from DET, Kam Chancellor ,SS,22,Virginia Tech,4,"$2,003,610","$213,610","$373,402",2010
134  ,PHI  from TB via CLE, Ricky Sapp ,OLB,23,Clemson,4,"$2,000,000","$212,000","$373,000",2010
135  ,ATL  from WAS via STL, Dominique Franks ,CB,22,Oklahoma,4,"$2,001,050","$211,050","$372,762",2010
136  ,KC , Kendrick Lewis ,FS,23,Ole Miss,4,"$1,996,900","$206,900","$371,725",2010
137  ,DEN  from CLE via PHI, Perrish Cox ,CB,23,Oklahoma State,4,"$1,990,000","$202,000","$370,500",2010
138  ,OAK , Walter McFadden ,CB,23,Auburn,4,"$1,990,000","$200,000","$370,000",2010
139  ,NYJ  from SEA, John Conner ,FB,22,Kentucky,4,"$1,989,000","$199,000","$377,870",2010
140  ,BUF , Ed Wang ,LT,23,Virginia Tech,4,"$1,989,000","$198,500","$369,625",2010
141  ,CHI , Joshua Moore ,CB,21,Kansas State,4,"$1,988,000","$198,000","$369,500",2010
142  ,KC  from MIA, Cameron Sheffield ,LB,22,Troy,4,"$1,984,450","$194,450","$368,612",2010
143  ,JAC , Larry Hart ,LB,22,Central Arkansas,4,"$1,983,000","$192,800","$368,200",2010
144  ,MIA  from CAR via KC, Sherrick McManis ,CB,22,Northwestern,4,"$2,132,000","$192,000","$368,000",2010
145  ,MIA  from SF, Nolan Carroll ,CB,23,Maryland,4,"$1,987,500","$191,750","$367,937",2010
146  ,SD  from DEN via DET via CLE via PHI, Cam Thomas ,DT,23,North Carolina,4,"$2,824,300","$191,300","$367,825",2010
147  ,NYG , Mitch Petrus ,G,22,Arkansas,4,"$1,981,000","$191,160","$367,790",2010
148  ,TEN , Robert Johnson ,S,23,Utah,4,"$1,980,000","$190,050","$367,512",2010
149  ,STL  from ATL, Hall Davis ,DE,23,Louisiana-Lafayette,3,"$1,215,000","$188,881","$367,220",2010
150  ,NE  from HOU, Zoltan Mesko ,P,24,Michigan,4,"$1,977,250","$187,250","$366,812",2010
151  ,PIT , Chris Scott ,G,22,Tennessee,3,"$1,355,000","$140,056","$366,686",2010
152  ,CIN , Otis Hudson ,G,23,Eastern Illinois,4,"$1,975,000","$185,000","$320,000",2010
153  ,JAC  from NE via TB via OAK, Austen Lane ,DE,22,Murray State,4,"$2,124,196","$184,196","$366,049",2010
154  ,GB , Andrew Quarless ,TE,21,Penn State,4,"$1,972,000","$182,425","$365,606",2010
155  ,ARI  from PHI via NYJ via PIT, John Skelton ,QB,22,Fordham,4,"$1,972,000","$181,650","$365,412",2010
156  ,BAL , David Reed ,WR,23,Utah,3,"$1,348,900","$133,900","$364,633",2010
157  ,BAL  from ARI, Arthur Jones ,DT,23,Syracuse,3,"$1,348,580","$133,500","$364,500",2010
158  ,NO  from DAL via DEN via NE via OAK via JAC, Matt Tennant ,G,23,Boston College,4,"$1,966,500","$176,500","$364,125",2010
159  ,PHI  from SD, Riley Cooper ,WR,22,Florida,4,"$2,111,478","$171,484","$362,871",2010
160  ,CLE  from NYJ, Larry Asante ,SS,22,Nebraska,4,"$1,958,850","$168,860","$320,000",2010
161  ,MIN , Chris DeGeare ,LT,23,Wake Forest,4,"$1,955,000","$164,800","$361,200",2010
162  ,IND , Brody Eldridge ,TE,23,Oklahoma,4,"$1,953,000","$162,800","$360,700",2010
163  ,MIA  from NO via PHI via STL via WAS, Reshad Jones ,SS,22,Georgia,4,"$1,950,300","$160,300","$360,075",2010
164 (C) ,PIT , Crezdon Butler ,CB,22,Clemson,3,"$1,334,000","$119,170","$359,724",2010
165 (C) ,ATL , Kerry Meier ,WR,23,Kansas,4,"$1,947,000","$157,004","$264,251",2010
166 (C) ,PIT , Stevenson Sylvester ,ILB,21,Utah,3,"$1,332,000","$116,560","$358,853",2010
167 (C) ,MIN , Nathan Triplett ,LB,23,Minnesota,4,"$1,942,213","$152,213","$320,000",2010
168 (C) ,SD , Jonathan Crompton ,QB,22,Tennessee,4,"$1,940,936","$150,936","$357,734",2010
169 (C) ,GB , Marshall Newhouse ,RT,21,Texas Christian,4,"$1,939,850","$149,850","$427,462",2010
170  ,STL , Fendi Onobun ,TE,23,Houston,4,"$1,910,000","$129,000","$352,250",2010
171  ,ATL  from DET, Shann Schillinger ,S,23,Montana,4,"$2,065,114","$125,114","$351,280",2010
172  ,TB , Brent Bowden ,P,22,Virginia Tech,4,"$1,913,000","$123,000","$350,750",2010
173  ,SF  from KC via MIA via SD, Anthony Dixon ,RB,22,Mississippi State,4,"$2,060,600","$120,600","$350,150",2010
174  ,WAS  from WAS via MIA, Dennis Morris ,TE,23,Louisiana Tech,4,"$1,907,928","$117,928","$349,482",2010
175  ,CAR  from OAK, Greg Hardy ,DE,21,Mississippi,4,"$2,775,784","$115,786","$348,946",2010
176  ,TEN  from SEA, Rusty Smith ,QB,23,Florida Atlantic,4,"$1,904,225","$114,225","$348,556",2010
177  ,CLE , Carlton Mitchell ,WR,22,South Florida,4,"$1,903,000","$113,450","$348,362",2010
178  ,BUF , Arthur Moats ,OLB,22,James Madison,4,"$1,902,000","$112,000","$348,000",2010
179  ,DAL  from MIA, Sam Young ,LT,22,Notre Dame,4,"$1,900,500","$110,500","$347,625",2010
180  ,JAC , Deji Karim ,RB,23,Southern Illinois,4,"$1,900,000","$110,000","$347,500",2010
181  ,CHI , Dan LeFevour ,QB,23,Central Michigan,4,"$1,790,000","$107,673","$320,000",2010
182  ,SF , Nate Byham ,TE,21,Pittsburgh,4,"$1,896,000","$106,200","$346,550",2010
183  ,DEN , Eric Olsen ,C,21,Notre Dame,4,"$1,896,000","$106,000","$421,500",2010
184  ,NYG , Adrian Tracy ,DE,23,William & Mary,4,"$1,895,000","$105,307","$421,326",2010
185  ,SEA  from TEN, Anthony McCoy ,TE,22,Southern California,4,"$2,044,850","$104,850","$346,212",2010
186  ,CLE  from CAR, Clifton Geathers ,DE,22,Southern California,4,"$1,894,000","$104,220","$320,000",2010
187  ,HOU , Shelley Smith ,G,22,Colorado State,4,"$1,894,000","$104,070","$88,400",2010
188  ,PIT , Jonathan Dwyer ,RB,20,Georgia Tech,3,"$1,293,000","$77,840","$345,946",2010
189  ,STL  from ATL, Eugene Sims ,DE,24,West Texas A&M,4,"$1,893,865","$103,300","$345,825",2010
190  ,OAK  from NE, Travis Goethel ,LB,22,Arizona State,4,"$1,893,000","$103,148","$345,787",2010
191  ,CIN , Dezmon Briscoe ,WR,20,Kansas,4,"$1,892,500","$102,500","$94,117",2010
192  ,BUF  from PHI, Dan Batten ,DE,22,South Dakota State,4,"$1,891,668","$101,668","$345,417",2010
193  ,GB , James Starks ,RB,24,Buffalo,4,"$1,890,000","$100,300","$345,075",2010
194  ,BAL , Ramon Harewood ,G,23,Morehouse,3,"$1,289,171","$74,171","$344,723",2010
195  ,PIT  from ARI, Antonio Brown ,WR,21,Central Michigan,3,"$1,288,075","$73,075","$344,358",2010
196  ,DAL , Jamar Wall ,CB,22,Texas Tech,4,"$1,887,000","$97,000","$320,000",2010
197  ,HOU  from SD, Trindon Holliday ,KR,23,Louisiana State,4,"$1,886,000","$96,000","$419,000",2010
198  ,CAR  from NYJ, David Gettis ,WR,22,Baylor,4,"$1,984,048","$94,048","$343,512",2010
199  ,MIN , Joe Webb ,QB,23,Alabama-Birmingham,4,"$1,882,515","$92,515","$343,128",2010
200  ,PHI  from IND, Charles Scott ,RB,21,Louisiana Tech,4,"$1,881,000","$91,000","$320,000",2010
201  ,ARI  from NO, Jorrick Calvin ,CB,22,Troy,4,"$1,878,000","$88,235","$320,000",2010
202 (C) ,CAR , Jordan Pugh ,S,22,Texas A&M,4,"$1,873,275","$83,275","$340,818",2010
203 (C) ,JAC , Scotty McGee ,KR,23,James Madison,4,"$1,870,000","$80,000","$340,000",2010
204 (C) ,CAR , Tony Pike ,QB,24,Cincinnati,4,"$1,871,000","$81,145","$340,286",2010
205 (C) ,NE , Ted Larsen ,G,22,North Carolina State,4,"$2,713,600","$80,300","$320,000",2010
206 (C) ,SF , Kyle Williams ,WR,21,Arizona State,4,"$1,869,000","$79,350","$339,850",2010
207 (C) ,TEN , Myron Rolle ,CB,23,Florida State,4,"$1,868,200","$78,200","$339,550",2010
208  ,NE  from STL via WAS, Thomas Welch ,RT,22,Vanderbilt,4,"$1,859,000","$69,127","$75,294",2010
209  ,BUF  from DET, Levi Brown ,QB,23,Troy,4,"$1,859,000","$69,000","$263,529",2010
210  ,TB , Cody Grimm ,S,23,Virginia Tech,4,"$1,857,500","$67,500","$406,875",2010
211  ,STL  from WAS, Marquis Johnson ,CB,21,Alabama,4,"$1,856,766","$66,966","$320,000",2010
212  ,MIA  from KC, Chris McCoy ,OLB,23,Middle Tennessee State,4,"$1,855,150","$65,150","$336,287",2010
213  ,DET  from SEA, Willie Young ,OLB,24,North Carolina State,3,"$1,263,000","$48,000","$336,000",2010
214  ,MIN  from CLE via DET, Mickey Shuler ,TE,23,Penn State,4,"$1,850,000","$60,000","$320,000",2010
215  ,OAK , Jeremy Ware ,CB,23,Michigan State,4,"$1,852,000","$62,000","$335,500",2010
216  ,BUF , Kyle Calloway ,T,22,Iowa,4,"$1,852,250","$62,250","$335,562",2010
217  ,TB  from JAC, Dekoda Watson ,OLB,22,Florida State,4,"$2,001,820","$61,820","$335,455",2010
218  ,CHI , J'Marcus Webb ,RT,21,West Texas A&M,4,"$1,851,000","$60,612","$335,153",2010
219  ,WAS  from MIA, Terrence Austin ,WR,21,California-Los Angeles,4,"$1,850,257","$60,257","$335,064",2010
220  ,PHI  from DEN via DET, Jamar Chaney ,ILB,23,Mississippi State,4,"$1,850,000","$60,250","$335,064",2010
221  ,NYG , Matt Dodge ,P,22,East Carolina,4,"$1,764,000","$59,425","$309,856",2010
222  ,TEN , Marc Mariani ,WR,22,Montana,4,"$1,999,400","$59,400","$334,850",2010
223  ,CAR , R.J. Stanford ,CB,21,Utah,4,"$1,849,175","$59,175","$334,793",2010
224  ,SF , Phillip Adams ,CB,21,South Carolina State,4,"$1,848,000","$57,848","$334,462",2010
225  ,DEN  from PIT via TB, Syd'Quan Thompson ,CB,23,California,4,"$1,846,850","$56,850","$334,212",2010
226  ,STL  from ATL, George Selvie ,DE,23,South Florida,4,"$1,849,555","$55,955","$333,988",2010
227  ,HOU , Dorin Dickerson ,TE,22,Pittsburgh,4,"$1,843,165","$53,615","$333,403",2010
228  ,CIN , Reggie Stephens ,C,22,Iowa State,4,"$1,840,000","$51,392","$332,848",2010
229  ,WAS  from NE, Erik Cook ,C,22,New Mexico,4,"$1,840,880","$50,880","$333,000",2010
230  ,GB  from GB via NYJ, C.J. Wilson ,DT,23,East Carolina,4,"$1,840,000","$50,354","$332,590",2010
231  ,WAS  from PHI via NE via DEN via NE, Selvish Capers ,G,23,West Virginia,4,"$1,839,825","$49,825","$332,456",2010
232  ,DEN  from BAL via TB, Jammie Kirlew ,DE,22,Indiana,4,"$1,839,400","$49,400","$332,350",2010
233  ,ARI , Jim Dray ,TE,23,Stanford,4,"$1,989,000","$49,000","$332,250",2010
234  ,DAL , Sean Lissemore ,DT,22,William & Mary,4,"$1,839,000","$48,600","$237,150",2010
235  ,SD , Dedrick Epps ,TE,21,Miami (FL),4,"$1,838,000","$48,200","$332,050",2010
236  ,SEA  from NYJ, Dexter Davis ,DE,23,Arizona State,4,"$1,837,595","$47,595","$331,898",2010
237  ,MIN , Ryan D'Imperio ,LB,22,Rutgers,4,"$1,837,000","$47,150","$331,787",2010
238  ,IND , Ricardo Mathews ,DT,22,Cincinnati,4,"$1,836,000","$46,513","$331,628",2010
239  ,NO , Sean Canfield ,QB,23,Oregon State,4,"$1,835,900","$45,900","$331,475",2010
240 (C) ,IND , Kavell Conner ,ILB,23,Clemson,4,"$1,835,000","$45,238","$331,309",2010
241 (C) ,TEN , David Howard ,DT,22,Brown,4,"$1,834,884","$44,884","$331,221",2010
242 (C) ,PIT , Doug Worthington ,DE,22,Ohio State,3,"$1,248,315","$33,315","$18,823",2010
243 (C) ,PHI , Jeff Owens ,DT,23,Georgia,4,"$1,834,000","$44,000","$331,000",2010
244 (C) ,PHI , Kurt Coleman ,FS,21,Ohio State,4,"$2,453,368","$43,368","$330,842",2010
245 (C) ,SEA , Jameson Konz ,OLB,23,Kent State,4,"$1,833,000","$42,950","$330,737",2010
246 (C) ,IND , Ray Fisher ,CB,22,Indiana,4,"$1,831,500","$41,564","$330,391",2010
247 (C) ,NE , Brandon Deaderick ,DT,22,Alabama,4,"$1,830,300","$40,300","$330,075",2010
248 (C) ,NE , Kade Weston ,DT,23,Georgia,4,"$1,830,000","$40,000","$330,000",2010
249 (C) ,CAR , Robert McClain ,CB,21,Connecticut,4,"$1,829,000","$39,000","$329,750",2010
250 (C) ,NE , Zac Robinson ,QB,23,Oklahoma State,4,"$1,828,000","$38,000","$329,500",2010
251 (C) ,OAK , Stevie Brown ,SS,22,Michigan,4,"$1,820,000","$37,750","$329,437",2010
252 (C) ,MIA , Austin Spitler ,ILB,23,Ohio State,4,"$1,827,000","$36,475","$263,529",2010
253 (C) ,TB , Erik Lorig ,FB,23,Stanford,4,"$2,310,000","$35,603","$398,900",2010
254  (S),STL , Josh Hull ,ILB,22,Penn State,4,"$1,825,553","$35,553","$328,888",2010
