Pick,Team,Player,Pos,Age,College,Yrs,Total Value,Signing Bonus,2011 Cap,year
103  ,ARI , Sam Acho ,OLB,22,Texas,4,"$2,514,428","$474,428","$493,607",2011
104  ,TB  from WAS via PHI, Luke Stocker ,TE,22,Tennessee,4,"$2,512,688","$472,688","$493,172",2011
105  ,WAS  from HOU, Roy Helu ,RB,22,Nebraska,4,"$2,510,252","$470,252","$492,563",2011
106  ,MIN , Christian Ballard ,DT,22,Iowa,4,"$2,447,552","$407,552","$476,888",2011
107  ,SEA  from DET, Kris Durham ,WR,23,Georgia,4,"$2,504,260","$464,260","$491,065",2011
108  ,DEN  from SF, Quinton Carter ,S,22,Oklahoma,4,"$2,490,000","$455,000","$488,750",2011
109  ,TEN , Colin McCarthy ,ILB,22,Miami (FL),2,"$2,495,400","$455,400","$488,850",2011
110  ,DAL , David Arkin ,G,23,Missouri State,4,"$2,578,600","$453,600","$488,400",2011
111  ,MIA , Edmond Gates ,WR,24,Abilene Christian,4,"$2,493,148","$453,148","$488,287",2011
112  ,STL , Greg Salas ,WR,22,Hawaii,4,"$2,491,154","$451,154","$487,788",2011
113  ,OAK , Chimdi Chekwa ,CB,22,Ohio State,4,"$2,485,200","$445,200","$486,300",2011
114  ,JAC , Cecil Shorts ,WR,23,Mount Union,4,"$2,672,146","$443,380","$485,845",2011
115  ,SF  from SD, Kendall Hunter ,RB,22,Oklahoma State,4,"$2,479,000","$439,220","$484,805",2011
116  ,PHI  from TB, Casey Matthews ,ILB,22,Oregon,4,"$2,479,864","$434,864","$483,716",2011
117  ,NYG , James Brewer ,G,23,Indiana,4,"$2,477,092","$432,092","$483,023",2011
118  ,KC , Jalil Brown ,CB,23,Colorado,4,"$2,529,300","$429,300","$482,325",2011
119  ,IND , Delone Carter ,RB,23,Syracuse,4,"$2,465,000","$425,204","$481,301",2011
120  ,PHI , Alex Henery ,K,23,Nebraska,4,"$2,490,115","$420,108","$480,027",2011
121  ,JAC  from NO, Chris Prosinski ,SS,24,Wyoming,4,"$2,640,144","$420,108","$480,027",2011
122  ,BUF  from SEA, Chris Hairston ,LT,22,Clemson,4,"$2,455,900","$415,908","$478,977",2011
123  ,BAL , Tandon Doss ,WR,21,Indiana,4,"$2,452,560","$412,560","$478,140",2011
124  ,CLE  from ATL, Owen Marecic ,FB,22,Stanford,4,"$2,440,000","$408,000","$477,000",2011
125  ,OAK  from NE, Taiwan Jones ,RB,22,Eastern Washington,4,"$2,445,000","$405,000","$476,250",2011
126  ,NYJ , Bilal Powell ,RB,22,Louisville,4,"$2,440,500","$400,500","$475,125",2011
127  ,HOU  from CHI via WAS, Rashad Carmichael ,CB,22,Virginia Tech,4,"$2,430,000","$397,088","$357,272",2011
128  ,PIT , Cortez Allen ,CB,22,Citadel,4,"$2,431,500","$391,500","$472,875",2011
129  ,DEN  from GB, Julius Thomas ,TE,22,Portland State,4,"$1,683,000","$384,000","$471,000",2011
130 (C) ,TEN , Jamie Harper ,RB,21,Clemson,4,"$2,340,580","$300,580","$450,145",2011
131 (C) ,GB , Davon House ,CB,21,New Mexico State,4,"$2,340,580","$300,580","$450,145",2011
132  ,CAR , Kealoha Pilares ,WR,23,Hawaii,4,"$2,406,672","$215,512","$428,878",2011
133  ,BUF , Johnny White ,RB,23,North Carolina,4,"$2,253,600","$213,600","$428,400",2011
134  ,CIN , Robert Sands ,S,21,West Virginia,4,"$2,250,000","$212,000","$428,000",2011
135  ,KC , Ricky Stanzi ,QB,23,Iowa,4,"$2,286,052","$211,052","$427,763",2011
136  ,ARI , Anthony Sherman ,FB,22,Connecticut,4,"$2,246,900","$206,900","$426,725",2011
137  ,CLE , Buster Skrine ,CB,22,Tennessee-Chattanooga,4,"$2,242,000","$202,000","$425,500",2011
138  ,NE , Marcus Cannon ,RT,22,Texas Christian,4,"$2,338,186","$200,500","$425,125",2011
139  ,MIN , Brandon Burton ,CB,21,Utah,4,"$2,209,000","$199,000","$417,250",2011
140  ,KC , Gabe Miller ,TE,23,Oregon State,4,"$2,238,500","$198,500","$424,625",2011
141  ,GB , D.J. Williams ,TE,22,Arkansas,4,"$2,238,000","$198,000","$424,500",2011
142  ,TEN , Karl Klug ,DT,23,Iowa,4,"$2,234,452","$194,452","$423,613",2011
143  ,DAL , Joshua Thomas ,CB,21,Buffalo,4,"$2,208,950","$192,800","$375,000",2011
144  ,HOU , Shiloh Keo ,SS,23,Idaho,4,"$2,232,000","$192,000","$375,000",2011
145  ,ATL , Jacquizz Rodgers ,RB,21,Oregon State,4,"$2,231,000","$191,000","$422,750",2011
146  ,WAS , Dejon Gomes ,S,21,Nebraska,4,"$2,231,300","$191,300","$422,825",2011
147  ,JAC , Roderick Issac ,CB,22,Middle Tennessee State,4,"$2,325,342","$191,160","$305,490",2011
148  ,OAK , Denarius Moore ,WR,22,Tennessee,4,"$2,230,052","$190,052","$422,513",2011
149  ,PHI , Dion Lewis ,RB,20,Pittsburgh,4,"$2,228,880","$188,880","$422,220",2011
150  ,CLE , Jason Pinkston ,G,23,Pittsburgh,4,"$2,280,000","$188,000","$422,000",2011
151  ,TB , Ahmad Black ,S,21,Florida,4,"$2,226,740","$186,740","$43,938",2011
152  ,HOU , T.J. Yates ,QB,23,North Carolina,4,"$2,250,000","$185,000","$421,250",2011
153  ,NYJ , Jeremy Kerley ,WR,22,Texas Christian,4,"$2,224,250","$184,250","$421,062",2011
154  ,SEA , Richard Sherman ,CB,23,Stanford,4,"$2,222,424","$182,424","$420,606",2011
155  ,WAS , Niles Paul ,TE,21,Nebraska,4,"$2,221,652","$181,652","$420,413",2011
156  ,SEA , Mark LeGree ,S,21,Appalachian State,4,"$2,218,000","$178,532",-,2011
157  ,DET , Douglas Hogue ,OLB,22,Syracuse,4,"$2,220,000","$178,108","$419,527",2011
158  ,STL , Jermale Hines ,S,23,Ohio State,4,"$2,160,000","$120,000",-,2011
159  ,NE , Lee Smith ,TE,23,Marshall,4,"$2,298,282","$171,480","$375,000",2011
160  ,CHI , Nathan Enderle ,QB,23,Idaho,4,"$2,208,860","$168,860","$417,215",2011
161  ,PHI , Julian Vandervelde ,C,23,Iowa,4,"$2,204,800","$164,800","$416,200",2011
162  ,PIT , Chris Carter ,ILB,22,Fresno State,4,"$2,204,000","$162,800","$415,700",2011
163  ,SF , Daniel Kilgore ,C,23,Appalachian State,4,"$2,200,300","$160,300","$415,075",2011
164 (C) ,BAL , Chykie Brown ,CB,24,Texas,4,"$2,184,560","$144,560","$411,140",2011
165 (C) ,BAL , Pernell McPhee ,OLB,22,Mississippi State,4,"$2,184,560","$144,560","$411,140",2011
166  ,CAR , Lawrence Wilson ,ILB,23,Connecticut,4,"$2,168,820","$128,820","$407,205",2011
167  ,CIN , Ryan Whalen ,WR,21,Stanford,4,"$2,153,000","$125,114","$406,278",2011
168  ,MIN , DeMarcus Love ,LT,23,Arkansas,4,"$2,140,000","$103,100","$400,775",2011
169  ,BUF , Chris White ,ILB,22,Mississippi State,4,"$2,160,000","$120,600","$405,150",2011
170  ,MIN , Mistral Raymond ,S,23,South Florida,4,"$2,157,932","$97,932","$399,483",2011
171  ,ARI , Quan Sturdivant ,ILB,22,North Carolina,4,"$2,155,788","$115,788","$403,947",2011
172  ,MIN , Brandon Fusco ,G,22,Slippery Rock,4,"$2,154,224","$94,224","$398,556",2011
173  ,SEA , Byron Maxwell ,CB,23,Clemson,4,"$2,150,000","$113,452","$403,363",2011
174  ,MIA , Charles Clay ,TE,22,Tulsa,4,"$2,152,000","$112,000","$403,000",2011
175  ,TEN , Byron Stingily ,RT,22,Louisville,4,"$2,150,500","$110,500","$402,625",2011
176  ,DAL , Dwayne Harris ,WR,23,East Carolina,4,"$2,180,060","$110,600","$375,000",2011
177  ,WAS , Evan Royster ,RB,23,Penn State,4,"$2,147,672","$107,672","$96,900",2011
178  ,WAS , Aldrick Robinson ,WR,22,Southern Methodist,4,"$2,146,200","$106,200","$375,000",2011
179  ,GB , Caleb Schlauderaff ,C,23,Utah,4,"$2,040,000","$105,800","$401,450",2011
180  ,BAL , Tyrod Taylor ,QB,21,Virginia Tech,4,"$2,145,308","$105,308","$401,327",2011
181  ,OAK , Richard Gordon ,TE,23,Miami (FL),4,"$2,144,852","$104,852","$401,213",2011
182  ,SF , Ronald Johnson ,WR,22,Southern California,4,"$2,144,220","$104,220","$375,000",2011
183  ,SD , Jordan Todman ,RB,21,Connecticut,4,"$2,210,792","$104,072","$195,500",2011
184  ,ARI , David Carter ,DT,23,California-Los Angeles,4,"$2,143,864","$103,864","$400,966",2011
185  ,NYG , Greg Jones ,ILB,22,Michigan State,4,"$2,240,264","$207,576","$426,894",2011
186  ,GB , D.J. Smith ,ILB,22,Appalachian State,4,"$2,143,000","$103,152","$400,788",2011
187  ,TB , Allen Bradford ,ILB,22,Southern California,4,"$2,138,100","$98,100","$375,000",2011
188  ,IND , Chris Rucker ,CB,22,Michigan State,4,"$2,141,672","$101,672","$400,418",2011
189  ,DEN , Mike Mohamed ,ILB,23,California,4,"$2,200,000","$16,200","$375,000",2011
190  ,SF , Colin Jones ,FS,23,Texas Christian,4,"$2,138,986","$98,896","$375,000",2011
191  ,PHI , Jason Kelce ,C,23,Cincinnati,4,"$2,137,482","$97,432","$399,385",2011
192  ,ATL , Matt Bosher ,P,23,Miami (FL),4,"$2,135,800","$95,800","$398,950",2011
193  ,PHI , Brian Rolle ,ILB,22,Ohio State,4,"$2,136,600","$96,600","$399,150",2011
194  ,NE , Markell Carter ,DE,21,Central Arkansas,4,"$2,191,820","$94,052","$398,513",2011
195  ,CHI , J.T. Thomas ,OLB,22,West Virginia,4,"$1,982,516","$92,516","$398,129",2011
196  ,PIT , Keith Williams ,G,23,Nebraska,4,"$2,132,000","$91,000","$397,750",2011
197  ,GB , Ricky Elmore ,OLB,23,Arizona,4,"$2,218,000","$88,236","$397,059",2011
198 (C) ,NYG , Tyler Sash ,S,22,Iowa,4,"$2,370,776","$79,040","$394,760",2011
199 (C) ,KC , Jerrell Powe ,DT,24,Ole Miss,4,"$2,249,474","$78,680","$394,670",2011
200 (C) ,MIN , Ross Homan ,LB,24,Ohio State,4,"$2,105,680","$65,680","$391,420",2011
201 (C) ,SD , Steve Schilling ,G,22,Michigan,4,"$2,110,000","$78,680","$220,588",2011
202 (C) ,NYG , Jacquian Williams ,OLB,22,South Florida,4,"$2,118,680","$78,680","$394,670",2011
203 (C) ,CAR , Zachary Williams ,G,22,Washington State,4,"$1,878,680","$78,680","$394,670",2011
204  ,DEN , Virgil Green ,TE,22,Nevada,4,"$2,104,944","$64,944","$391,236",2011
205  ,SEA , Lazarius Levingston ,DT,23,Louisiana State,4,"$2,108,900","$68,900","$375,000",2011
206  ,BUF , Justin Rogers ,CB,23,Richmond,4,"$2,107,500","$67,500","$391,875",2011
207  ,CIN , Korey Lindsey ,CB,22,Southern Illinois,4,"$2,106,966","$66,966","$375,000",2011
208  ,NYJ , Greg McElroy ,QB,22,Alabama,4,"$2,105,152","$65,152","$391,288",2011
209  ,DET , Johnny Culbreath ,T,22,South Carolina State,4,"$2,200,000","$63,800","$390,950",2011
210  ,ATL , Andrew Jackson ,G,22,Fresno State,4,"$2,145,000","$61,500",-,2011
211  ,SF , Bruce Miller ,FB,23,Central Florida,4,"$2,102,452","$62,452","$390,613",2011
212  ,TEN , Zach Clayton ,DT,23,Auburn,4,"$2,150,000","$110,000","$402,500",2011
213  ,WAS , Brandyn Thompson ,CB,21,Boise State,4,"$2,086,860","$60,604","$96,900",2011
214  ,HOU , Derek Newton ,RT,23,Arkansas State,4,"$2,100,256","$60,256","$390,064",2011
215  ,MIN , D'Aundre Reed ,DE,23,Arizona,4,"$2,090,252","$50,252","$387,563",2011
216  ,STL , Mikail Baker ,CB,23,Baylor,4,"$2,099,492","$59,492","$389,873",2011
217  ,WAS , Maurice Hurt ,G,23,Florida,4,"$2,099,775","$59,775","$375,000",2011
218  ,GB , Ryan Taylor ,TE,23,North Carolina,4,"$2,099,000","$59,176","$389,794",2011
219  ,NE , Malcolm Williams ,CB,23,Texas Christian,4,"$2,112,038","$24,000","$389,462",2011
220  ,DAL , Shaun Chapas ,TE,22,Georgia,4,"$2,096,852","$56,852","$375,000",2011
221  ,NYG , Da'Rel Scott ,RB,22,Maryland,4,"$2,095,952","$55,952","$388,988",2011
222  ,TB , Anthony Gaitor ,CB,22,Florida International,4,"$2,093,616","$53,616","$388,404",2011
223  ,KC , Shane Bannon ,RB,22,Yale,4,"$2,116,392","$51,392","$375,000",2011
224  ,WAS , Markus White ,DE,23,Florida State,4,"$2,090,884","$50,884","$387,721",2011
225  ,BAL , Anthony Allen ,RB,22,Georgia Tech,4,"$2,090,000","$50,500","$387,625",2011
226  ,NO , Greg Romeus ,DE,23,Pittsburgh,4,"$2,089,824","$49,824","$387,456",2011
227  ,NYJ , Scotty McKnight ,WR,23,Colorado,4,"$2,109,000","$49,000","$387,250",2011
228  ,STL , Jabara Williams ,OLB,21,Stephen F. Austin,4,"$2,089,094","$49,094","$375,000",2011
229  ,STL , Jonathan Nelson ,CB,22,Oklahoma,4,"$2,089,094","$49,094","$375,000",2011
230  ,ATL , Cliff Matthews ,DE,21,South Carolina,4,"$2,087,000","$47,000","$386,750",2011
231  ,MIA , Frank Kearse ,DE,22,Alabama A&M,4,"$2,087,150","$47,150","$386,787",2011
232  ,PIT , Baron Batch ,RB,23,Texas Tech,4,"$2,086,512","$46,512","$386,628",2011
233  ,GB , Lawrence Guy ,DE,21,Arizona State,4,"$2,086,000","$45,900","$269,475",2011
234 (C) ,SD , Andrew Gachkar ,OLB,22,Missouri,4,"$2,085,900","$45,900","$386,475",2011
235 (C) ,MIA , Jimmy Wilson ,SS,24,Montana,4,"$2,085,900","$45,900","$386,475",2011
236 (C) ,MIN , Stephen Burton ,WR,21,West Texas A&M,4,"$2,040,000","$35,900","$258,000",2011
237 (C) ,PHI , Greg Lloyd ,LB,22,Connecticut,4,"$2,069,900","$29,900","$110,294",2011
238 (C) ,TB , Daniel Hardy ,TE,23,Idaho,4,"$2,085,900","$45,900","$375,000",2011
239 (C) ,SF , Michael Person ,G,22,Montana State,4,"$2,085,900","$45,900","$386,475",2011
240 (C) ,PHI , Stanley Havili ,FB,23,Southern California,4,"$2,084,000","$45,900","$385,475",2011
241 (C) ,OAK , David Ausberry ,TE,23,Southern California,4,"$2,085,900","$45,900","$386,475",2011
242 (C) ,SEA , Malcolm Smith ,OLB,21,Southern California,4,"$2,085,900","$45,900","$386,475",2011
243 (C) ,NO , Nathan Bussey ,LB,22,Illinois,4,"$2,085,900","$45,900","$386,475",2011
244  (S),CAR , Lee Ziemba ,G,22,Auburn,4,"$2,089,500","$45,900","$184,413",2011
245  (S),BUF , Michael Jasper ,G,24,Bethel (TN),4,"$2,154,000","$114,000","$392,212",2011
246  (S),CIN , Jay Finley ,RB,22,Baylor,4,"$2,085,982","$45,895","$375,000",2011
247  (S),DEN , Jeremy Beal ,DE,23,Oklahoma,4,"$2,125,000","$45,900",-,2011
248  (S),CLE , Eric Hagg ,S,21,Nebraska,4,"$2,085,000","$40,400","$385,100",2011
249  (S),ARI , Demarco Sampson ,WR,25,San Diego State,4,"$2,085,900","$45,900","$386,475",2011
250  (S),SF , Curtis Holcomb ,CB,22,Florida A&M,4,"$2,085,900","$45,900","$386,475",2011
251  (S),TEN , Tommie Campbell ,CB,23,California (PA),4,"$2,085,896","$45,896","$386,474",2011
252  (S),DAL , Bill Nagy ,G,23,Wisconsin,4,"$2,085,900","$45,900","$386,475",2011
253  (S),WAS , Chris Neild ,DT,23,West Virginia,4,"$2,085,900","$45,900","$386,475",2011
254  (S),HOU , Cheta Ozougwu ,DE,22,Rice,4,"$2,085,900","$45,900","$386,475",2011

