,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1034,Ulrick John\JohnUl00,2016,24,7-232,ARI,NFL,3,3,1,0,0,2
1035,Charles Johnson\JohnCh08,2016,27,7-216,MIN,NFL,16,7,1,0,0,2
1036,Kevin Johnson\JohnKe04,2016,24,1-16,HOU,NFL,6,3,1,0,0,2
1037,Tom Johnson\JohnTo01,2016,32,,MIN,NFL,14,0,1,0,0,2
1038,Chris Jones\JoneCh02,2016,27,,DAL,NFL,16,0,1,0,0,2
1039,Christian Jones\JoneCh05,2016,25,,CHI,NFL,16,2,1,0,0,2
1040,Donnie Jones\JoneDo21,2016,36,7-224,PHI,NFL,16,0,1,0,0,2
1041,Landry Jones\JoneLa02,2016,27,4-115,PIT,NFL,8,2,1,0,0,2
1042,Reshad Jones\JoneRe99,2016,28,5-163,MIA,NFL,6,6,1,0,0,2
1043,Matt Judon\JudoMa00,2016,24,5-146,BAL,NFL,14,0,1,0,0,2
1044,Kyle Juszczyk\JuszKy00,2016,25,4-130,BAL,NFL,16,7,1,1,0,2
1045,Ted Karras\KarrTe00,2016,23,6-221,NWE,NFL,16,1,1,0,0,2
1046,Shiloh Keo\KeoxSh00,2016,29,5-144,2TM,NFL,10,0,1,0,0,2
1047,Brett Kern\KernBr20,2016,30,,TEN,NFL,16,0,1,0,0,2
1048,Derrick Kindred\KindDe00,2016,23,4-129,CLE,NFL,12,5,1,0,0,2
1049,Denver Kirkland\KirkDe00,2016,22,,OAK,NFL,6,4,1,0,0,2
1050,Karl Klug\KlugKa00,2016,28,5-142,TEN,NFL,14,3,1,0,0,2
1051,Sam Koch\KochSa20,2016,34,6-203,BAL,NFL,16,0,1,0,0,2
1052,Eric Kush\KushEr00,2016,27,6-170,CHI,NFL,8,4,1,0,0,2
1053,Josh Lambo\LambJo00,2016,26,,SDG,NFL,16,0,1,0,0,2
1054,Kendall Lamm\LammKe00,2016,24,,HOU,NFL,15,3,1,0,0,2
1055,Jeremy Langford\LangJe00,2016,25,4-106,CHI,NFL,12,3,1,0,0,2
1056,Tyler Larsen\LarsTy00,2016,25,,CAR,NFL,9,5,1,0,0,2
1057,Darius Latham\LathDa01,2016,22,,OAK,NFL,14,2,1,0,0,2
1058,James Laurinaitis\LaurJa99,2016,30,2-35,NOR,NFL,5,4,1,0,0,2
1059,Demarcus Lawrence\LawrDe00,2016,24,2-34,DAL,NFL,9,3,1,0,0,2
1060,Andy Lee\LeexAn20,2016,34,6-188,CAR,NFL,9,0,1,0,0,2
1061,Kory Lichtensteiger\LichKo20,2016,31,4-108,WAS,NFL,3,3,1,0,0,2
1062,Jake Long\LongJa20,2016,31,1-1,MIN,NFL,4,3,1,0,0,2
1063,Joe Looney\LoonJo01,2016,26,4-117,DAL,NFL,16,3,1,0,0,2
1064,Kyle Love\LoveKy00,2016,30,,CAR,NFL,10,1,1,0,0,2
1065,Justin March-Lillard\MarcJu00,2016,23,,KAN,NFL,5,5,1,0,0,2
1066,Sen'Derrick Marks\MarkSe99,2016,29,2-62,JAX,NFL,16,1,1,0,0,2
1067,Cassius Marsh\MarsCa00,2016,24,4-108,SEA,NFL,16,1,1,0,0,2
1068,Lorenzo Mauldin\MaulLo00,2016,24,3-82,NYJ,NFL,11,3,1,0,0,2
1069,Kelcie McCray\McCrKe00,2016,28,,SEA,NFL,16,4,1,0,0,2
1070,Daniel McCullers\McCuDa00,2016,24,6-215,PIT,NFL,16,1,1,0,0,2
1071,Josh McNary\McNaJo00,2016,28,,IND,NFL,16,3,1,0,0,2
1072,Rontez Miles\MileRo00,2016,28,,NYJ,NFL,16,4,1,0,0,2
1073,Jalen Mills\MillJa02,2016,22,7-233,PHI,NFL,16,2,1,0,0,2
1074,Barkevious Mingo\MingBa00,2016,26,1-6,NWE,NFL,16,1,1,0,0,2
1075,Earl Mitchell\MitcEa99,2016,29,3-81,MIA,NFL,9,5,1,0,0,2
1076,Matt Moore\MoorMa01,2016,32,,MIA,NFL,4,3,1,0,0,2
1077,Mike Morgan\MorgMi00,2016,28,,SEA,NFL,9,3,1,0,0,2
1078,Alfred Morris\MorrAl00,2016,28,6-173,DAL,NFL,14,0,1,0,0,2
1079,Darryl Morris\MorrDa01,2016,26,,IND,NFL,12,2,1,0,0,2
1080,Trent Murphy\MurpTr00,2016,26,2-47,WAS,NFL,16,0,1,0,0,2
1081,Carl Nassib\NassCa00,2016,23,3-65,CLE,NFL,14,3,1,0,0,2
1082,Jordan Norwood\NorwJo00,2016,30,,DEN,NFL,14,6,1,0,0,2
1083,Pat O'Donnell\ODonPa00,2016,25,6-191,CHI,NFL,16,0,1,0,0,2
1084,Alex Okafor\OkafAl00,2016,25,4-103,ARI,NFL,15,0,1,0,0,2
1085,Jamize Olawale\OlawJa00,2016,27,,OAK,NFL,16,7,1,0,0,2
1086,Cody Parkey\ParkCo03,2016,24,,CLE,NFL,14,0,1,0,0,2
1087,Bryce Petty\PettBr01,2016,25,4-103,NYJ,NFL,6,4,1,0,0,2
1088,Adrian Phillips\PhilAd00,2016,24,,SDG,NFL,14,6,1,0,0,2
1089,Darius Philon\PhilDa01,2016,22,6-192,SDG,NFL,14,2,1,0,0,2
1090,Michael Pierce\PierMi00,2016,24,,BAL,NFL,16,1,1,0,0,2
1091,Bradley Pinion\PiniBr00,2016,22,5-165,SFO,NFL,16,0,1,0,0,2
1092,Mike Pouncey\PounMi00,2016,27,1-15,MIA,NFL,5,5,1,0,0,2
1093,Jordan Poyer\PoyeJo00,2016,25,7-218,CLE,NFL,6,6,1,0,0,2
1094,Brent Qvale\QvalBr01,2016,25,,NYJ,NFL,12,5,1,0,0,2
1095,Bacarri Rambo\RambBa00,2016,26,6-191,MIA,NFL,9,5,1,0,0,2
1096,Chris Reed\ReedCh00,2016,24,,JAX,NFL,10,4,1,0,0,2
1097,Ed Reynolds\ReynEd00,2016,25,5-162,CLE,NFL,10,7,1,0,0,2
1098,LaRoy Reynolds\ReynLa00,2016,26,,ATL,NFL,16,3,1,0,0,2
1099,Paul Richardson\RichPa01,2016,24,2-45,SEA,NFL,15,0,1,0,0,2
1100,Aaron Ripkowski\RipkAa00,2016,24,6-206,GNB,NFL,16,8,1,0,0,2
